478,Advanced Institute of Industrial Technology,Tokyo
614,Aichi Bunkyo University,Komaki
232,Aichi Gakuin University,Nisshin
Un,Aichi Gakusen University,Toyota
341,Aichi Institute of Technology,Toyota
227,Aichi Medical University,Nagakute
702,Aichi Mizuho College,Nagoya
271,Aichi Prefectural University,Nagakute
530,Aichi Prefectural University of Fine Arts and Music,Nagakute
474,Aichi Sangyo University,Okazaki
249,Aichi Shukutoku University,Nagoya
608,Aichi Toho University,Nagoya
137,Aichi University,Nagoya
180,Aichi University of Education,Kariya
503,Aichi University of Technology,Gamagori
659,Aikoku Gakuen University,Yotsukaido
682,Aino University,Takatsuki
205,Akita International University,Akita
285,Akita Prefectural University,Akita
79,Akita University,Akita City
674,Akita University of Nursing and Welfare,Odate
586,Aomori Chuo Gakuin University,Aomori
535,Aomori Public University,Aomori
543,Aomori University,Aomori
459,Aomori University of Health and Welfare,Aomori
48,Aoyama Gakuin University,Tokyo
312,Asahi University,Gifu
172,Asahikawa Medical University,Asahikawa
509,Asahikawa University,Asahikawa
430,Ashikaga Institute of Technology,Ashikaga
527,Ashiya University,Ashiya
218,Asia University,Musashino
322,Atomi University,Niiza
291,Azabu University,Sagamihara
428,Baika Women's University,Ibaraki
571,Baiko Gakuin University,Shimonoseki
381,Beppu University,Beppu
540,Biwako Seikei Sport College,Otsu
169,Bukkyo University,Kyoto
695,Bunka Fashion Graduate University,Tokyo
435,Bunka Gakuen University,Tokyo
305,Bunkyo Gakuin University,Tokyo
179,Bunkyo University,Koshigaya
Un,Bunri University of Hospitality,Sayama
631,Bunsei University of Art,Utsunomiya
399,Chiba Institute of Science,Choshi
138,Chiba Institute of Technology,Narashino
565,Chiba Keizai University,Chiba
33,Chiba University,Chiba
168,Chiba University of Commerce,Ichikawa
449,Chikushi Jogakuen University,Dazaifu
437,Chitose Institute of Science and Technology,Chitose
228,Chubu Gakuin University,Seki
107,Chubu University,Kasugai
584,Chugoku Gakuen University,Okayama
597,Chukyo Gakuin University,Nakatsugawa
128,Chukyo University,Nagoya
390,Chuo Gakuin University,Abiko
22,Chuo University,Hachioji
392,Cyber University,Fukuoka
386,Daido University,Nagoya
547,Daiichi Institute of Technology,Kirishima
492,Daiichi University of Pharmacy,Fukuoka
153,Daito Bunka University,Tokyo
595,Den-en Chofu University,Kawasaki
239,Digital Hollywood University,Tokyo
490,Doho University,Nagoya
166,Dokkyo Medical University,Tochigi
142,Dokkyo University,Soka
19,Doshisha University,Kyoto
699,Doshisha Women's College of Liberal Arts,Kyotanabe
353,Edogawa University,Nagareyama
601,Ehime Prefectural University of Health Sciences,Tobe
37,Ehime University,Matsuyama
568,Elisabeth University of Music,Hiroshima
309,Ferris University,Yokohama
692,Fuji University,Hanamaki
343,Fuji Women's University,Sapporo
91,Fujita Health University,Toyoake
260,Fukui Prefectural University,Eiheiji
394,Fukui University of Technology,Fukui
420,Fukuoka Dental College,Fukuoka
145,Fukuoka Institute of Technology,Fukuoka
684,Fukuoka International University,Dazaifu
355,Fukuoka Jo Gakuin University,Fukuoka
513,Fukuoka Prefectural University,Tagawa
69,Fukuoka University,Fukuoka
230,Fukuoka University of Education,Munakata
434,Fukuoka Women's University,Fukuoka
638,Fukushima College,Fukushima
125,Fukushima Medical University,Fukushima
170,Fukushima University,Fukushima
538,Fukuyama Heisei University,Fukuyama
293,Fukuyama University,Fukuyama
215,Future University Hakodate,Hakodate
77,Gakushuin University,Tokyo
705,Gakushuin Women's College,Tokyo
657,Gifu College of Nursing,Hashima
566,Gifu Kyoritsu University,Ogaki
453,Gifu Pharmaceutical University,Gifu
274,Gifu Shotoku Gakuen University,Gifu
41,Gifu University,Gifu
581,Gifu University of Medical Science,Seki
306,Gifu Women's University,Gifu
669,Graduate Institute for Entrepreneurial Studies,Niigata
103,"Graduate School of Management, Globis University",Tokyo
609,Gumma Paz College,Takasaki
615,Gunma Prefectural College of Health Sciences,Maebashi
504,Gunma Prefectural Women's University,Tamamura
43,Gunma University,Maebashi
675,Gunma University of Social Welfare,Maebashi
369,Hachinohe Institute of Technology,Hachinohe
517,Hachinohe University,Hachinohe
557,Hagoromo University of International Studies,Sakai
537,Hakodate University,Hakodate
361,Hakuoh University,Oyama
680,Hamamatsu Gakuin University,Hamamatsu
196,Hamamatsu University School of Medicine,Hamamatsu
289,Hanazono University,Kyoto
277,Hannan University,Matsubara
574,Health Science University,Fujikawaguchiko
211,Health Sciences University of Hokkaido,Ishikari
506,Heian Jogakuin University,Osaka
643,Heisei College of Music,Mifune
545,Heisei International University,Kazo
610,Higashi Nippon International University,Iwaki
651,Higashiosaka College,Higashiosaka
529,Hijiyama University,Hiroshima
346,Himeji Dokkyo University,Himeji
Un,Himeji University,Himeji
515,Hirosaki Gakuin University,Aomori
71,Hirosaki University,Hirosaki
580,Hiroshima Bunka Gakuen University,Kure
473,Hiroshima Bunkyo Women's University,Hiroshima
132,Hiroshima City University,Hiroshima
231,Hiroshima Institute of Technology,Hiroshima
362,Hiroshima International University,Hiroshima
472,Hiroshima Jogakuin University,Hiroshima
444,Hiroshima Kokusai Gakuin University,Hiroshima
238,Hiroshima Shudo University,Hiroshima
13,Hiroshima University,Higashihiroshima
377,Hiroshima University of Economics,Hiroshima
42,Hitotsubashi University,Kunitachi
663,Hokkai School of Commerce,Sapporo
526,Hokkaido Bunkyo University,Eniwa
318,Hokkaido Information University,Ebetsu
5,Hokkaido University,Sapporo
165,Hokkaido University of Education,Sapporo
186,Hokkaido University of Science,Sapporo
219,Hokkai-Gakuen University,Sapporo
396,Hokuriku University,Kanazawa
253,Hokusei Gakuen University,Sapporo
483,Hokusho University,Ebetsu
668,Hokuyo University,Tomakomai
23,Hosei University,Tokyo
379,Hoshi University,Tokyo
176,Hyogo College of Medicine,Nishinomiya
456,Hyogo University,Kakogawa
259,Hyogo University of Teacher Education,Kato
270,Ibaraki Christian University,Hitachi
393,Ibaraki Prefectural University of Health Sciences,Ami
74,Ibaraki University,Mito
370,Ikueikan University,Wakkanai
178,Institute of Advanced Media Arts and Sciences,Ogaki
502,Institute of Information Security,Yokohama
398,Institute of Technologists,Gyoda
564,International Budo University,Katsuura
98,International Christian University,Mitaka
656,International College for Postgraduate Buddhist Studies,Tokyo
573,International Pacific University,Okayama
126,International University of Health and Welfare,Otawara
268,International University of Japan,Minamiuonuma
425,Iryo Sosei University,Iwaki
592,Ishikawa Prefectural Nursing University,Kahoku
603,Ishikawa Prefectural University,Nonoichi
Un,Ishinomaki Senshu University,Ishinomaki
248,Iwate Medical University,Morioka
148,Iwate Prefectural University,Iwate
89,Iwate University,Morioka
36,Japan Advanced Institute of Science and Technology,Nomi
550,Japan College of Social Work,Kiyose
487,Japan Lutheran College,Mitaka
466,Japan University of Economics,Fukuoka
461,Japan Women's College of Physical Education,Tokyo
140,Japan Women's University,Tokyo
640,Japanese Red Cross Hokkaido College of Nursing,Kitami
670,Japanese Red Cross Toyota College of Nursing,Toyota
101,Jichi Medical University,Tochigi
117,Jikei University School of Medicine,Tokyo
579,Jin-ai University,Echizen
216,Jissen Women's University,Hino
555,Jobu University,Isesaki
243,Joetsu University of Education,Joetsu
225,Josai International University,Togane
197,Josai University,Sakado
279,Joshibi University of Art and Design,Sagamihara
345,Jumonji University,Niiza
50,Juntendo University,Tokyo
424,Kaetsu University,Tokyo
307,Kagawa Nutrition University,Sakado
686,Kagawa Prefectural College of Health Sciences,Takamatsu
61,Kagawa University,Takamatsu
Un,Kagoshima Immaculate Heart University,Satsumasendai
44,Kagoshima University,Kagoshima
676,Kaichi International University,Kashiwa
458,Kamakura Women's University,Kamakura
314,Kanagawa Dental University,Yokusuka
334,Kanagawa Institute of Technology,Atsugi
83,Kanagawa University,Yokohama
440,Kanagawa University of Human Services,Yokosuka
336,Kanazawa College of Art,Kanazawa
397,Kanazawa Gakuin University,Kanazawa
110,Kanazawa Institute of Technology,Nonoichi
194,Kanazawa Medical University,Kahoku
485,Kanazawa Seiryo University,Kanazawa
26,Kanazawa University,Kanazawa
Un,Kanda University of International Studies,Chiba
191,Kansai Gaidai University,Hirakata
147,Kansai Medical University,Moriguchi
31,Kansai University,Suita
652,Kansai University of Health Sciences,Kumatori
427,Kansai University of International Studies,Miki
689,Kansai University of Nursing and Health Sciences,Awaji
471,Kansai University of Social Welfare,Ako
415,Kansai University of Welfare Sciences,Kashiwara
553,Kanto Gakuen University,Ota
206,Kanto Gakuin University,Yokohama
546,Kawamura Gakuen Women's University,Abiko
616,Kawasaki Medical School,Kurashiki
551,Kawasaki University of Medical Welfare,Kurashiki
413,Keiai University,Chiba
3,Keio University,Tokyo
365,Keisen University,Tama
500,Keiwa College,Shibata
423,Kibi International University,Takahashi
24,Kindai University,Higashiosaka
286,Kinjo Gakuin University,Nagoya
648,Kinjo University,Hakusan
621,Kinki Health Welfare University,Fukusaki
607,Kio University,Koryo
236,Kitami Institute of Technology,Kitami
78,Kitasato University,Tokyo
660,Kobe City College of Nursing,Kobe
320,Kobe City University of Foreign Studies,Kobe
339,Kobe College,Nishinomiya
276,Kobe Design University,Kobe
171,Kobe Gakuin University,Kobe
693,Kobe Institute of Computing,Kobe
521,Kobe International University,Kobe
629,Kobe Kaisei College,Kobe
371,Kobe Pharmaceutical University,Kobe
445,Kobe Shinwa Women's University,Kobe
388,Kobe Shoin Women's University,Kobe
Un,Kobe Tokiwa University,Kobe
14,Kobe University,Kobe
Un,Kobe Women's University,Kobe
646,Kobe Yamate University,Kobe
97,Kochi University,Kochi
151,Kochi University of Technology,Kami
400,Kogakkan University,Ise
105,Kogakuin University,Tokyo
76,Kokugakuin University,Tokyo
200,Kokushikan University,Tokyo
135,Komazawa University,Tokyo
460,Komazawa Women's University,Inagi
154,Konan University,Kobe
275,Konan Women's University,Kobe
698,"Korea University, Japan",Kodaira
467,Koriyama Women's University,Koriyama
549,Koshien University,Takarazuka
446,Koyasan University,Mount Koya
217,Kumamoto Gakuen University,Kumamoto
454,Kumamoto Health Science University,Kumamoto
34,Kumamoto University,Kumamoto
324,Kunitachi College of Music,Tachikawa
623,Kurashiki Sakuyo University,Kurashiki
328,Kurashiki University of Science and the Arts,Kurashiki
308,Kurume Institute of Technology,Kurume
150,Kurume University,Kurume
496,Kushiro Public University of Economics,Kushiro
62,Kwansei Gakuin University,Nishinomiya
494,Kwassui Women's College,Nagasaki
644,Kyoei University,Kasukabe
144,Kyorin University,Mitaka
226,Kyoritsu Women's University,Tokyo
349,Kyoto Bunkyo University,Uji
252,Kyoto City University of Arts,Kyoto
495,Kyoto College of Graduate Studies for Informatics,Kyoto
703,Kyoto College of Medical Science,Nantan
99,Kyoto Institute of Technology,Kyoto
354,Kyoto Koka Women's University,Kyoto
241,Kyoto Notre Dame University,Kyoto
380,Kyoto Pharmaceutical University,Kyoto
246,Kyoto Prefectural University,Kyoto
163,Kyoto Prefectural University of Medicine,Kyoto
457,Kyoto Saga University of Arts,Kyoto
67,Kyoto Sangyo University,Kyoto
174,Kyoto Seika Daigaku,Kyoto
264,Kyoto Tachibana University,Kyoto
2,Kyoto University,Kyoto
203,Kyoto University of Advanced Science,Ukyo-ku
112,Kyoto University of Art and Design,Kyoto
257,Kyoto University of Education,Kyoto
185,Kyoto University of Foreign Studies,Kyoto
209,Kyoto Women's University,Kyoto
432,Kyushu Dental College,Kitakyushu
650,Kyushu Institute of Information Sciences,Dazaifu
59,Kyushu Institute of Technology,Kitakyushu
451,Kyushu International University,Kitakyushu
525,Kyushu Kyoritsu University,Kitakyushu
637,Kyushu Lutheran College,Kumamoto
655,Kyushu Nutrition Welfare University,Kitakyushu
122,Kyushu Sangyo University,Fukuoka
9,Kyushu University,Fukuoka
548,Kyushu University of Health and Welfare,Nobeoka
491,Kyushu University of Nursing and Social Welfare,Tamana
602,Kyushu Women's University,Fukuoka
704,LEC Tokyo Legal Mind University,Tokyo
356,Maebashi Institute of Technology,Maebashi
416,Maebashi Kyoai Gakuen College,Maebashi
441,Matsumoto Dental University,Shiojiri
678,Matsumoto University,Matsumoto
572,Matsuyama Shinonome College,Matsuyama
192,Matsuyama University,Matsuyama
116,Meiji Gakuin University,Tokyo
292,Meiji Pharmaceutical University,Kiyose
16,Meiji University,Tokyo
408,Meiji University of Integrative Medicine,Hiyoshi
93,Meijo University,Nagoya
288,Meikai University,Urayasu
404,Meio University,Nago
114,Meisei University,Hino
273,Mejiro University,Tokyo
469,Mie Prefectural College of Nursing,Tsu
35,Mie University,Tsu
375,Mimasaka University,Tsuyama
498,Minami Kyushu University,Miyazaki
628,Minobusan University,Minobu
315,Miyagi Gakuin Women's University,Sendai
323,Miyagi University,Sendai
184,Miyagi University of Education,Sendai
558,Miyazaki International College,Kiyotake
541,Miyazaki Municipal University,Miyazaki
606,Miyazaki Prefectural Nursing University,Miyazaki
563,Miyazaki Sangyo-keiei University,Miyazaki
269,Momoyama Gakuin University,Izumi
570,Momoyama Gakuin University,Sakai
636,Morinomiya University of Medical Sciences,Osaka
583,Morioka College,Takizawa
222,Mukogawa Women's University,Nishinomiya
139,Muroran Institute of Technology,Muroran
245,Musashi University,Tokyo
401,Musashino Academia Musicae,Tokyo
119,Musashino Art University,Kodaira-shi
666,Musashino Gakuin University,Sayama
175,Musashino University,Nishitokyo
505,Nagahama Institute of Bio-Science and Technology,Nagahama
605,Nagano College of Nursing,Komagane
351,Nagano University,Ueda
335,Nagaoka Institute of Design,Nagaoka
635,Nagaoka University,Nagaoka
94,Nagaoka University of Technology,Nagaoka
410,Nagasaki Institute of Applied Science,Nagasaki
421,Nagasaki International University,Nagasaki
482,Nagasaki Junshin Catholic University,Nagasaki
32,Nagasaki University,Nagasaki
299,Nagasaki University of Foreign Studies,Nagasaki
620,Nagasaki Wesleyan University,Isahaya
462,Nagoya Bunri University,Inazawa
111,Nagoya City University,Nagoya
627,Nagoya College of Music,Nagoya
391,Nagoya Gakuin University,Nagoya
60,Nagoya Institute of Technology,Nagoya
562,Nagoya Keizai University,Nagoya
575,Nagoya Sangyo University,Owariasahi
7,Nagoya University,Nagoya
412,Nagoya University of Arts,Kitanagoya
499,Nagoya University of Arts and Sciences,Nisshin
193,Nagoya University of Commerce and Business Administration,Nisshin
376,Nagoya University of Foreign Studies,Nagoya
463,Nagoya Women's University,Nagoya
536,Nagoya Zokei University of Art and Design,Komaki
272,Nakamura Gakuen University,Fukuoka
68,Nanzan University,Nagoya
82,Nara Institute of Science and Technology,Ikoma
158,Nara Medical University,Kashihara
671,Nara Prefectual University,Nara
332,Nara University,Nara
208,Nara University of Education,Nara
129,Nara Women's University,Nara
507,Naragakuen University,Sango
220,Naruto University of Education,Naruto
475,National Fisheries University,Shimonoseki
130,National Graduate Institute for Policy Studies,Tokyo
357,National Institute of Fitness and Sports in Kanoya,Kanoya
664,Nayoro City University,Nayoro
665,Nihon Bunka University,Hachioji
159,Nihon Fukushi University,Chita
681,Nihon Institute of Medical Science,Moroyama
611,Nihon Pharmaceutical University,Ina
15,Nihon University,Tokyo
604,Niigata College of Nursing,Joetsu
406,Niigata Institute of Technology,Kashiwazaki
512,Niigata Sangyo University,Kashiwazaki
326,Niigata Seiryo University,Niigata
29,Niigata University,Niigata
297,Niigata University of Health and Welfare,Niigata
366,Niigata University of International and Information Studies,Niigata
532,Niigata University of Management,Kamo
436,Niigata University of Pharmacy and Applied Life Sciences,Niigata
470,Nippon Bunri University,Oita
240,Nippon Institute of Technology,Miyashiro
127,Nippon Medical School,Tokyo
247,Nippon Sport Science University,Tokyo
409,Nippon Veterinary and Life Science University,Musashino
422,Nishikyushu University,Kanzaki
477,Nishinippon Institute of Technology,Kanda
350,Nishogakusha University,Tokyo
624,North Asia University,Akita
405,Notre Dame Seishin University,Okayama
182,Obihiro University of Agriculture and Veterinary Medicine,Obihiro
167,Obirin Daigaku,Machida
64,Ochanomizu University,Tokyo
639,Ohkagakuen University,Toyota
488,Ohu University,Koriyama
96,Oita University,Oita
516,Oita University of Nursing and Health Sciences,Oita
661,Okayama Gakuin University,Kurashiki
234,Okayama Prefectural University,Soja
438,Okayama Shoka University,Okayama
17,Okayama University,Okayama
121,Okayama University of Science,Okayama
619,Okinawa Christian University,Nishihara
358,Okinawa International University,Ginowan
683,Okinawa Prefectural College of Nursing,Naha
426,Okinawa Prefectural University of Arts,Naha
501,Onomichi University,Onomichi
673,Osaka Aoyama University,Minoh
45,Osaka City University,Osaka
433,Osaka College of Music,Toyonaka
373,Osaka Dental University,Hirakata
214,Osaka Electro-Communication University,Neyagawa
251,Osaka Gakuin University,Suita City
157,Osaka Institute of Technology,Osaka
330,Osaka International University,Moriguchi
533,Osaka Jogakuin College,Osaka
384,Osaka Kawasaki Rehabilitation University,Kaizuka
108,Osaka Kyoiku University,Kashiwara
183,Osaka Medical College,Takatsuki
464,Osaka Ohtani University,Tondabayashi
56,Osaka Prefecture University,Sakai
149,Osaka Sangyo University,Daito
585,Osaka Seikei University,Osaka
378,Osaka Shoin Women's University,Higashiosaka
4,Osaka University,Suita
233,Osaka University of Arts,Kanan
325,Osaka University of Commerce,Higashiosaka
250,Osaka University of Economics,Osaka
374,Osaka University of Economics and Law,Yao
599,Osaka University of Health and Sport Sciences,Kumatori
594,Osaka University of Human Sciences,Osaka
617,Osaka University of Pharmaceutical Sciences,Takatsuki
649,Osaka University of Tourism,Kumatori
244,Otani University,Kyoto
266,Otaru University of Commerce,Otaru
287,Otemae University,Nishinomiya
229,Otemon Gakuin University,Ibaraki
342,Otsuma Women's University,Tokyo
204,Prefectural University of Hiroshima,Hiroshima
304,Prefectural University of Kumamoto,Kumamoto
242,Rakuno Gakuen University,Ebetsu
187,Reitaku University,Kashiwa
28,Rikkyo University,Tokyo
161,Rissho University,Tokyo
100,Ritsumeikan Asia Pacific University,Beppu
11,Ritsumeikan University,Kyoto
694,Ryotokuji University,Urayasu
47,Ryukoku University,Kyoto
281,Ryutsu Keizai University,Ryugasaki
85,Saga University,Saga
331,Sagami Women's University,Sagamihara
497,Saitama Gakuen University,Kawaguchi
294,Saitama Institute of Technology,Fukaya
143,Saitama Medical School,Moroyama
402,Saitama Prefectural University,Koshigaya
55,Saitama University,Saitama
479,Sakushin Gakuin University,Utsunomiya
645,Saniku Gakuin College,Isumi
155,Sanno University,Isehara
528,Sanyo Gakuen University,Okayama
542,Sanyo-onoda City University,Sanyo-Onoda
559,Sapporo City University,Sapporo
237,Sapporo Gakuin University,Ebetsu
443,Sapporo International University,Sapporo
113,Sapporo Medical University,Sapporo
577,Sapporo Otani University,Sapporo
319,Sapporo University,Sapporo
411,Seian University of Art and Design,Otsu
484,Seigakuin University,Ageo
207,Seijo University,Tokyo
534,Seijoh University,Tokai
134,Seikei University,Musashino
173,Seinan Gakuin University,Fukuoka
632,Seinan Jo Gakuin University,Kitakyushu
634,Seirei Christopher University,Hamamatsu
367,Seisa Dohto University,Kitahiroshima
618,Seisen Jogakuin College,Nagano
348,Seisen University,Tokyo
301,Seitoku University,Matsudo
697,Seiwa University,Kisarazu
593,Sendai Shirayuri Women's College,Sendai
523,Sendai University,Shibata
653,Senri Kinran University,Suita
120,Senshu University,Tokyo
359,Senzoku Gakuen College of Music,Kawasaki
210,Setsunan University,Neyagawa
633,Shibata Gakuen University,Hirosaki
84,Shibaura Institute of Technology,Tokyo
131,Shiga University,Hikone
133,Shiga University of Medical Science,Otsu
588,Shigakkan University,Obu
486,Shigakukan University,Aira
598,Shijonawate Gakuen University,Daito
489,Shikoku Gakuin University,Zentsuji
338,Shikoku University,Tokushima
72,Shimane University,Matsue
481,Shimonoseki City University,Shimonoseki
21,Shinshu University,Matsumoto
465,Shiraume Gakuen University,Kodaira
439,Shirayuri College,Chofu
691,Shiseikan University,Hagi
Un,Shitennoji University,Habikino
589,Shizuoka Eiwa Gakuin University,Shizuoka
368,Shizuoka Institute of Science and Technology,Fukuroi
382,Shizuoka Sangyo University,Iwata
49,Shizuoka University,Shizuoka
333,Shizuoka University of Art and Culture,Hamamatsu
690,Shizuoka University of Welfare,Yaizu
418,Shobi University,Kawagoe
685,Shoin University,Atsugi
596,Shokei College,Kumamoto
518,Shokei Gakuin University,Natori
317,Shonan Institute of Technology,Fujisawa
442,Showa Pharmaceutical University,Machida
109,Showa University,Tokyo
347,Showa University of Music,Kawasaki
162,Showa Women's University,Tokyo
591,Shuchiin University,Kyoto
403,Shujitsu University,Okayama
254,Shukutoku University,Chiba
658,Shumei University,Yachiyo
576,Shunan University,Tokuyama
387,Siebold University of Nagasaki,Nagayo
448,Soai University,Osaka
303,Sojo University,Kumamoto
115,Soka University,Hachioji
389,Sonoda Women's University,Amagasaki
27,Sophia University,Tokyo
552,St Catherine University,Matsuyama
177,St. Luke's International University,Tokyo
223,St. Marianna University School of Medicine,Kawasaki
641,Sugino Fashion College,Tokyo
261,Sugiyama Jogakuen University,Nagoya
311,Surugadai University,Hanno
667,Suwa University of Science,Chino
556,Suzuka University,Suzuka
364,Suzuka University of Medical Science,Suzuka
626,Taisei Gakuin University,Sakai
213,Taisho University,Tokyo
569,Takachiho University,Tokyo
531,Takamatsu University,Takamatsu
582,Takaoka University of Law,Takaoka
452,Takarazuka University of Art and Design,Takarazuka
280,Takasaki City University of Economics,Takasaki
561,Takasaki University of Commerce,Takasaki
508,Takasaki University of Health and Welfare,Takasaki
190,Takushoku University,Tokyo
102,Tama Art University,Tokyo
298,Tama University,Tama-shi
224,Tamagawa University,Machida
262,Teikyo Heisei University,Ichihara
80,Teikyo University,Tokyo
385,Teikyo University of Science and Technology,Uenohara
360,Tenri University,Tenri
480,Tenshi College,Sapporo
419,Tezukayama Gakuin University,Osakasayama
344,Tezukayama University,Nara
195,The Graduate University for Advanced Studies,Miura
429,The International University of Kagoshima,Kagoshima
455,The Japanese Red Cross College of Nursing,Tokyo
672,The Japanese Red Cross Hiroshima College of Nursing,Hatsukaichi
612,The Japanese Red Cross Kyushu International College of Nursing,Munakata
221,The Nippon Dental University,Tokyo
20,The University of Electro-Communications,Chofu
654,The University of Fukuchiyama,Fukuchiyama
258,The University of Kitakyushu,Kitakyushu
372,The University of Okinawa,Naha
199,The University of Shiga Prefecture,Hikone
321,The University of Shimane,Hamada
75,The University of Tokushima,Tokushima
1,The University of Tokyo,Tokyo
630,Toho College of Music,Kawagoe
520,Toho Gakuen School of Music,Chofu
58,Toho University,Tokyo
340,Tohoku Bunka Gakuen University,Sendai
278,Tohoku Fukushi University,Sendai
188,Tohoku Gakuin University,Sendai
316,Tohoku Institute of Technology,Sendai
300,Tohoku Pharmaceutical University,Sendai
677,Tohoku Seikatsu Bunka College,Sendai
6,Tohoku University,Sendai
189,Tohoku University of Art and Design,Yamagata
476,Tohoku University of Community Service and Science,Sakata
662,Tohto College of Health Sciences,Fukaya
282,Toin University of Yokohama,Yokohama
265,Tokai Gakuen University,Miyoshi
600,Tokai Gakuin University,Kakamigahara
25,Tokai University,Tokyo
296,Tokiwa University,Mito
679,Tokiwakai Gakuen University,Osaka
202,Tokoha University,Hamamatsu
263,Tokushima Bunri University,Tokushima
510,Tokyo Christian University,Inzai
118,Tokyo City University,Tokyo
363,Tokyo College of Music,Tokyo
81,Tokyo Denki University,Tokyo
267,Tokyo Dental College,Chiba
587,Tokyo Fuji University,Tokyo
613,Tokyo Future University,Tokyo
95,Tokyo Gakugei University,Koganei
554,Tokyo Health Care University,Tokyo
12,Tokyo Institute of Technology,Tokyo
146,Tokyo International University,Kawagoe
578,Tokyo Jogakkan College,Machida
Un,Tokyo Junshin University,Hachioji
283,Tokyo Kasei University,Tokyo
383,Tokyo Kasei-Gakuin University,Tokyo
156,Tokyo Keizai University,Tokyo
57,Tokyo Medical and Dental University,Tokyo
86,Tokyo Medical University,Tokyo
51,Tokyo Metropolitan University,Hachioji
152,Tokyo Polytechnic University,Tokyo
688,Tokyo Seiei College,Tokyo
539,Tokyo Seitoku University,Yachiyo
696,Tokyo Union Theological Seminary,Mitaka
92,Tokyo University of Agriculture,Tokyo
65,Tokyo University of Agriculture and Technology,Fuchu
39,Tokyo University of Foreign Studies,Fuchu
235,Tokyo University of Information Sciences,Chiba
160,Tokyo University of Marine Science and Technology,Tokyo
164,Tokyo University of Pharmacy and Life Science,Hachioji
18,Tokyo University of Science,Tokyo
414,Tokyo University of Social Welfare,Tokyo
136,Tokyo University of Technology,Hachioji
53,Tokyo University of the Arts,Tokyo
201,Tokyo Woman's Christian University,Tokyo
560,Tokyo Women's College of Physical Education,Kunitachi
73,Tokyo Women's Medical University,Tokyo
284,Tokyo Zokei University,Hachioji
52,Tottori University,Tottori
417,Tottori University of Environmental Studies,Tottori
302,Toyama Prefectural University,Imizu
519,Toyama University of International Studies,Toyama
295,Toyo Eiwa University,Yokohama
352,Toyo Gakuen University,Tokyo
38,Toyo University,Tokyo
514,Toyohashi Sozo University,Toyohashi
88,Toyohashi University of Technology,Toyohashi
407,Toyota Technological Institute,Nagoya
255,Tsuda University,Kodaira
522,Tsukuba Gakuin University,Tsukuba
Un,Tsukuba International University,Tsukuba
329,Tsukuba University of Technology,Tsukuba
450,Tsuru University,Tsuru
337,Tsurumi University,Yokohama
647,Ube Frontier University,Ube
511,Ueno Gakuen University,Tokyo
87,University of Aizu,Aizuwakamatsu
524,University of East Asia,Shimonoseki
106,University of Fukui,Fukui
590,University of Human Arts and Sciences,Saitama
567,University of Human Environments,Okazaki
104,University of Hyogo,Kobe
447,University of Kochi,Kochi
327,University of Marketing and Distribution Sciences,Kobe
90,University of Miyazaki,Miyazaki
181,"University of Occupational and Environmental Health, Japan",Kitakyushu
141,University of Shizuoka,Shizuoka
54,University of the Ryukyus,Nishihara
310,University of the Sacred Heart,Tokyo
66,University of Toyama,Toyama
10,University of Tsukuba,Tsukuba
70,University of Yamanashi,Kofu
625,Urawa University,Saitama
687,Utsunomiya Kyowa University,Nasushiobara
124,Utsunomiya University,Utsunomiya
212,Wakayama Medical University,Wakayama
123,Wakayama University,Wakayama
313,Wako University,Machida
8,Waseda University,Tokyo
431,Wayo Women's University,Ichikawa
544,Yamagata Prefectural University of Health Sciences,Yamagata
30,Yamagata University,Yamagata
701,Yamaguchi Gakugei College,Yamaguchi
256,Yamaguchi Prefectural University,Yamaguchi
40,Yamaguchi University,Yamaguchi
622,Yamanashi Eiwa College,Kofu
290,Yamanashi Gakuin University,Kofu
395,Yamanashi Prefectural University,Kofu
Un,Yashima Gakuen University,Yokohama
198,Yasuda Women's University,Hiroshima
700,Yokkaichi Nursing and Medical Care University,Yokkaichi
468,Yokkaichi University,Yokkaichi
63,Yokohama City University,Yokohama
493,Yokohama College of Commerce,Yokohama
642,Yokohama College of Pharmacy,Yokohama
46,Yokohama National University,Yokohama
